TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
31061,species,madmun1,avibase-avibase-9E75E6F9,Madagascar Munia,Lepidopygia nana,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31062,species,afrsil1,avibase-avibase-FC6A9CD0,African Silverbill,Euodice cantans,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31065,species,indsil,avibase-avibase-C03E353A,Indian Silverbill,Euodice malabarica,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31066,species,javspa,avibase-avibase-549BEA0C,Java Sparrow,Padda oryzivora,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31067,species,timspa4,avibase-avibase-BBD0A638,Timor Sparrow,Padda fuscata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31068,species,sthmun2,avibase-avibase-47BB39B6,Streak-headed Munia,Mayrimunia tristissima,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31073,species,sthmun3,avibase-avibase-10A9A1D5,White-spotted Munia,Mayrimunia leucosticta,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31074,hybrid,x00473,avibase-avibase-CB0A6A89,Streak-headed x White-spotted Munia (hybrid),Mayrimunia tristissima x leucosticta,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31075,slash,sthmun1,avibase-avibase-70E6E55A,Streak-headed/White-spotted Munia,Mayrimunia tristissima/leucosticta,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31076,species,nutman,avibase-avibase-6D4F72B1,Scaly-breasted Munia,Lonchura punctulata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31077,issf,scbmun1,avibase-avibase-FD34615B,Scaly-breasted Munia (Checkered),Lonchura punctulata punctulata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,nutman
31078,issf,scbmun2,avibase-avibase-C7475552,Scaly-breasted Munia (Scaled),Lonchura punctulata [nisoria Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,nutman
31090,species,bltmun1,avibase-avibase-9138891C,Black-throated Munia,Lonchura kelaarti,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31094,species,blfmun1,avibase-avibase-F84846C3,Black-faced Munia,Lonchura molucca,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31095,species,whrmun,avibase-avibase-22BE6FC5,White-rumped Munia,Lonchura striata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31103,domestic,whrmun8,avibase-avibase-1B0F8BD0,White-rumped Munia (Domestic type),Lonchura striata (Domestic type),Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,whrmun
31104,hybrid,x01069,avibase-avibase-0E68051D,Scaly-breasted x White-rumped Munia (hybrid),Lonchura punctulata x striata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31105,species,dusmun1,avibase-avibase-F1F444EE,Dusky Munia,Lonchura fuscans,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31106,species,whbmun1,avibase-avibase-63392C0E,White-bellied Munia,Lonchura leucogastra,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31113,species,javmun1,avibase-avibase-C4445409,Javan Munia,Lonchura leucogastroides,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31114,species,trimun,avibase-avibase-937B5409,Tricolored Munia,Lonchura malacca,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31115,form,trimun1,avibase-avibase-C9AF7356,Tricolored Munia (Pale-flanked),Lonchura malacca (Pale-flanked),Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,trimun
31116,form,trimun2,avibase-avibase-40FF8994,Tricolored Munia (Cinnamon-flanked),Lonchura malacca (Cinnamon-flanked),Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,trimun
31117,species,chemun,avibase-avibase-5634598A,Chestnut Munia,Lonchura atricapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31118,issf,chemun1,avibase-avibase-FC769124,Chestnut Munia (Chestnut),Lonchura atricapilla [atricapilla Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,chemun
31128,issf,chemun2,avibase-avibase-B4A5435E,Chestnut Munia (formosana),Lonchura atricapilla formosana,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,chemun
31129,hybrid,x01174,avibase-avibase-BAA9BE52,Scaly-breasted x Chestnut Munia (hybrid),Lonchura punctulata x atricapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31130,hybrid,x00932,avibase-avibase-FF252782,Tricolored x Chestnut Munia (hybrid),Lonchura malacca x atricapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31131,slash,y01164,avibase-avibase-93BC3DE6,Tricolored/Chestnut Munia,Lonchura malacca/atricapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31132,species,whcmun1,avibase-avibase-E8A0ABCF,White-capped Munia,Lonchura ferruginosa,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31133,species,whhmun1,avibase-avibase-E92CE1F0,White-headed Munia,Lonchura maja,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31136,species,pahmun1,avibase-avibase-E25374DB,Pale-headed Munia,Lonchura pallida,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31137,species,gramun1,avibase-avibase-083AA376,Grand Munia,Lonchura grandis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31142,species,blbmun1,avibase-avibase-34A03C70,Black-breasted Munia,Lonchura teerinki,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31145,species,snmmun1,avibase-avibase-497D7737,Snow Mountain Munia,Lonchura montana,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31146,species,alpmun1,avibase-avibase-21E64EAC,Alpine Munia,Lonchura monticola,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31147,species,gybmun1,avibase-avibase-D6BEA296,Gray-banded Munia,Lonchura vana,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31148,species,gycmun1,avibase-avibase-E9579BCC,Gray-crowned Munia,Lonchura nevermanni,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31149,species,gyhmun1,avibase-avibase-68DA304C,Gray-headed Munia,Lonchura caniceps,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31153,species,hoomun1,avibase-avibase-5E0856C9,Hooded Munia,Lonchura spectabilis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31157,species,neimun1,avibase-avibase-0EF407D4,New Ireland Munia,Lonchura forbesi,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31158,species,motmun1,avibase-avibase-9107A335,Mottled Munia,Lonchura hunsteini,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31159,species,nehmun1,avibase-avibase-84A01BC8,New Hanover Munia,Lonchura nigerrima,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31160,species,yermun1,avibase-avibase-E3DD5ABD,Yellow-rumped Munia,Lonchura flaviprymna,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31161,species,ficmun1,avibase-avibase-497038CC,Five-colored Munia,Lonchura quinticolor,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31162,species,chbmun1,avibase-avibase-468F5860,Chestnut-breasted Munia,Lonchura castaneothorax,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31168,hybrid,x01075,avibase-avibase-4998AA3A,Gray-headed x Chestnut-breasted Munia (hybrid),Lonchura caniceps x castaneothorax,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31169,hybrid,x00936,avibase-avibase-B8A8A30F,Yellow-rumped x Chestnut-breasted Munia (hybrid),Lonchura flaviprymna x castaneothorax,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31170,species,blamun1,avibase-avibase-D8C80CAF,Black Munia,Lonchura stygia,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31171,species,bismun1,avibase-avibase-922C2DF2,Bismarck Munia,Lonchura melaena,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31174,spuh,lonchu1,avibase-avibase-80808FFA,Lonchura sp.,Lonchura sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31175,species,goufin3,avibase-avibase-886A8AB7,Gouldian Finch,Chloebia gouldiae,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31176,species,pitpar1,avibase-avibase-C8D798BA,Pin-tailed Parrotfinch,Erythrura prasina,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31179,species,grfpar1,avibase-avibase-99FE1678,Green-faced Parrotfinch,Erythrura viridifacies,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31180,species,tabpar1,avibase-avibase-CF1F8158,Tawny-breasted Parrotfinch,Erythrura hyperythra,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31187,species,retpar3,avibase-avibase-39D00123,Red-throated Parrotfinch,Erythrura psittacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31188,species,fijpar1,avibase-avibase-07A73FDE,Fiji Parrotfinch,Erythrura pealii,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31189,species,roypar1,avibase-avibase-7775B5DA,Royal Parrotfinch,Erythrura cyaneovirens,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31190,issf,roypar5,avibase-avibase-3A4A4B7D,Royal Parrotfinch (Vanuatu),Erythrura cyaneovirens [regia Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,roypar1
31194,issf,rehpar1,avibase-avibase-7485753B,Royal Parrotfinch (Samoan),Erythrura cyaneovirens cyaneovirens/gaughrani,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,roypar1
31197,species,pibpar1,avibase-avibase-DE6E6331,Pink-billed Parrotfinch,Erythrura kleinschmidti,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31198,species,tripar1,avibase-avibase-58F4664B,Tricolored Parrotfinch,Erythrura tricolor,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31199,species,reepar2,avibase-avibase-B6EA0B9C,Red-eared Parrotfinch,Erythrura coloria,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31200,species,pappar1,avibase-avibase-F7429922,Papuan Parrotfinch,Erythrura papuana,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31201,species,blfpar3,avibase-avibase-A47408C2,Blue-faced Parrotfinch,Erythrura trichroa,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31213,slash,y01107,avibase-avibase-E4EBACA6,Papuan/Blue-faced Parrotfinch,Erythrura papuana/trichroa,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31214,form,timpar1,avibase-avibase-358EDB0F,Mount Mutis Parrotfinch (undescribed form),Erythrura [undescribed form],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31215,spuh,parrot2,avibase-avibase-76D33B88,parrotfinch sp.,Erythrura sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31216,species,fepoli1,avibase-avibase-BD9A8EF4,Shelley's Oliveback,Nesocharis shelleyi,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31219,species,whcoli1,avibase-avibase-99453701,White-collared Oliveback,Nesocharis ansorgei,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31220,species,yebwax2,avibase-avibase-B9BE800C,Yellow-bellied Waxbill,Coccopygia quartinia,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31224,species,swewax1,avibase-avibase-95DC125B,Angola Waxbill,Coccopygia bocagei,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31225,species,swewax3,avibase-avibase-7CB6CE7B,Swee Waxbill,Coccopygia melanotis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31226,species,grbtwi1,avibase-avibase-1A6B766A,Green-backed Twinspot,Mandingoa nitidula,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31227,issf,gnbtwi1,avibase-avibase-C48F5D64,Green-backed Twinspot (Orange-breasted),Mandingoa nitidula schlegeli/virginiae,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,grbtwi1
31230,issf,gnbtwi2,avibase-avibase-0DAD3D40,Green-backed Twinspot (Green-breasted),Mandingoa nitidula nitidula/chubbi,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,grbtwi1
31233,species,shcwin1,avibase-avibase-1C1A87C4,Shelley's Crimsonwing,Cryptospiza shelleyi,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31234,species,ducwin1,avibase-avibase-7E6DF5D5,Dusky Crimsonwing,Cryptospiza jacksoni,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31235,species,abcwin1,avibase-avibase-98B15EE7,Abyssinian Crimsonwing,Cryptospiza salvadorii,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31239,species,rfcwin1,avibase-avibase-E034D9D9,Red-faced Crimsonwing,Cryptospiza reichenovii,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31240,issf,refcrw1,avibase-avibase-70ACD902,Red-faced Crimsonwing (Western),Cryptospiza reichenovii reichenovii,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,rfcwin1
31241,issf,refcrw2,avibase-avibase-2EF13AE7,Red-faced Crimsonwing (Eastern),Cryptospiza reichenovii australis/ocularis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,rfcwin1
31244,species,refant1,avibase-avibase-6B6E52A1,Red-fronted Antpecker,Parmoptila rubrifrons,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31245,species,wooant1,avibase-avibase-06C33419,Woodhouse's Antpecker,Parmoptila woodhousei,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31248,species,jamant1,avibase-avibase-39D5C361,Jameson's Antpecker,Parmoptila jamesoni,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31249,species,whbneg2,avibase-avibase-F3B46894,White-breasted Nigrita,Nigrita fusconotus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31252,species,chbneg1,avibase-avibase-AD1CBF5A,Chestnut-breasted Nigrita,Nigrita bicolor,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31256,species,gyhneg1,avibase-avibase-B15F4C49,Gray-headed Nigrita,Nigrita canicapillus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31263,species,pafneg1,avibase-avibase-AE4727FB,Pale-fronted Nigrita,Nigrita luteifrons,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31266,spuh,nigrit1,avibase-avibase-EC1D0E74,nigrita sp.,Nigrita sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31267,species,gyholi1,avibase-avibase-2AD189C1,Gray-headed Oliveback,Delacourella capistrata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31268,species,blcwax1,avibase-avibase-842FF43C,Black-faced Waxbill,Brunhilda erythronotos,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31271,species,rerwax1,avibase-avibase-50BF77FB,Black-cheeked Waxbill,Brunhilda charmosyna,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31274,species,lavwax,avibase-avibase-174BFAB6,Lavender Waxbill,Glaucestrilda caerulescens,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31275,species,bltwax1,avibase-avibase-BC75EA9A,Black-tailed Waxbill,Glaucestrilda perreini,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31278,species,cinwax1,avibase-avibase-3161DF72,Cinderella Waxbill,Glaucestrilda thomensis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31279,species,blcwax2,avibase-avibase-2680F124,Black-crowned Waxbill,Estrilda nonnula,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31283,species,blhwax1,avibase-avibase-16E6A0F3,Black-headed Waxbill,Estrilda atricapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31287,species,kanwax1,avibase-avibase-C38DEB1A,Kandt's Waxbill,Estrilda kandti,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31288,species,orcwax,avibase-avibase-1E79A7D7,Orange-cheeked Waxbill,Estrilda melpoda,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31289,species,anawax1,avibase-avibase-A25AFBEA,Anambra Waxbill,Estrilda poliopareia,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31290,species,fabwax1,avibase-avibase-1066028B,Fawn-breasted Waxbill,Estrilda paludicola,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31291,issf,fabwax3,avibase-avibase-8E269F21,Fawn-breasted Waxbill (Abyssinian),Estrilda paludicola ochrogaster,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,fabwax1
31292,issf,fabwax2,avibase-avibase-7EF4005E,Fawn-breasted Waxbill (Fawn-breasted),Estrilda paludicola [paludicola Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,fabwax1
31297,issf,fabwax8,avibase-avibase-2AC18F07,Fawn-breasted Waxbill (benguellensis),Estrilda paludicola benguellensis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,fabwax1
31298,species,comwax,avibase-avibase-61CB98C0,Common Waxbill,Estrilda astrild,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31314,species,blfwax1,avibase-avibase-9C12483E,Black-lored Waxbill,Estrilda nigriloris,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31315,species,bkrwax,avibase-avibase-D30DC715,Black-rumped Waxbill,Estrilda troglodytes,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31316,species,crrwax1,avibase-avibase-6DD8F10F,Crimson-rumped Waxbill,Estrilda rhodopyga,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31319,species,arawax1,avibase-avibase-5E163A46,Arabian Waxbill,Estrilda rufibarba,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31320,spuh,waxbil1,avibase-avibase-7F15E186,waxbill sp.,Estrilda sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31321,species,quailf1,avibase-avibase-8E5252EB,Quailfinch,Ortygospiza atricollis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31322,issf,bkfqua1,avibase-avibase-94AD8E4A,Quailfinch (Black-faced),Ortygospiza atricollis [atricollis Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,quailf1
31326,issf,afrqua2,avibase-avibase-B8DC9636,Quailfinch (Spectacled),Ortygospiza atricollis [fuscocrissa Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,quailf1
31332,issf,rebqua1,avibase-avibase-7A44ABF5,Quailfinch (Black-chinned),Ortygospiza atricollis [gabonensis Group],Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,quailf1
31336,species,locust3,avibase-avibase-EF6293B7,Locustfinch,Paludipasser locustella,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31339,species,cutthr1,avibase-avibase-CDDA63E0,Cut-throat,Amadina fasciata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31344,species,rehfin1,avibase-avibase-13BE59E4,Red-headed Finch,Amadina erythrocephala,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31347,hybrid,x01247,avibase-avibase-0749F14B,Cut-throat x Red-headed Finch (hybrid),Amadina fasciata x erythrocephala,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31348,species,grnava1,avibase-avibase-7423EBDD,Green Avadavat,Amandava formosa,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31349,species,zebwax2,avibase-avibase-ECC40D44,Zebra Waxbill,Amandava subflava,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31352,species,redava,avibase-avibase-F30FC757,Red Avadavat,Amandava amandava,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31353,issf,redava1,avibase-avibase-B953F72C,Red Avadavat (Red-bellied),Amandava amandava amandava/punicea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,redava
31356,issf,redava2,avibase-avibase-841310BB,Red Avadavat (Yellow-bellied),Amandava amandava flavidiventris,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,redava
31357,species,purgre2,avibase-avibase-DE689967,Purple Grenadier,Granatina ianthinogaster,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31358,species,viewax1,avibase-avibase-E247988F,Violet-eared Waxbill,Granatina granatina,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31359,species,bubcor1,avibase-avibase-B40A6BCD,Southern Cordonbleu,Uraeginthus angolensis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31362,species,reccor,avibase-avibase-EAE77D96,Red-cheeked Cordonbleu,Uraeginthus bengalus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31367,species,blccor1,avibase-avibase-5CAE6778,Blue-capped Cordonbleu,Uraeginthus cyanocephalus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31368,spuh,cordon1,avibase-avibase-F9A7FAD9,cordonbleu sp.,Uraeginthus sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31369,species,grablu1,avibase-avibase-AEAD40DD,Grant's Bluebill,Spermophaga poliogenys,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31370,species,wesblu1,avibase-avibase-3817DA4A,Western Bluebill,Spermophaga haematina,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31371,issf,wesblu2,avibase-avibase-55B3AB24,Western Bluebill (Western),Spermophaga haematina haematina/togoensis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,wesblu1
31374,issf,wesblu3,avibase-avibase-BB28AF83,Western Bluebill (Red-rumped),Spermophaga haematina pustulata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,wesblu1
31375,species,rehblu1,avibase-avibase-46A1FC77,Red-headed Bluebill,Spermophaga ruficapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31378,slash,y01400,avibase-avibase-B607CE1B,Grant's/Red-headed Bluebill,Spermophaga poliogenys/ruficapilla,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31379,species,lessee1,avibase-avibase-A24ED820,Lesser Seedcracker,Pyrenestes minor,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31380,species,crisee1,avibase-avibase-E617A8C3,Crimson Seedcracker,Pyrenestes sanguineus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31381,species,blbsee1,avibase-avibase-2CC91390,Black-bellied Seedcracker,Pyrenestes ostrinus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31382,slash,y01180,avibase-avibase-885FCF42,Crimson/Black-bellied Seedcracker,Pyrenestes sanguineus/ostrinus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31383,species,grwpyt1,avibase-avibase-01A3BE3C,Green-winged Pytilia,Pytilia melba,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31393,species,orwpyt1,avibase-avibase-6A1ED1C2,Orange-winged Pytilia,Pytilia afra,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31394,species,rewpyt1,avibase-avibase-C7891867,Red-winged Pytilia,Pytilia phoenicoptera,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31397,species,rebpyt1,avibase-avibase-2F790B56,Red-billed Pytilia,Pytilia lineata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31398,species,refpyt1,avibase-avibase-1AAAEAFD,Red-faced Pytilia,Pytilia hypogrammica,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31399,spuh,pytili1,avibase-avibase-C08C7F95,pytilia sp.,Pytilia sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31400,species,dybtwi1,avibase-avibase-76B35118,Dybowski's Twinspot,Euschistospiza dybowskii,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31401,species,dustwi1,avibase-avibase-F729393B,Dusky Twinspot,Euschistospiza cinereovinacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31402,issf,dustwi2,avibase-avibase-CF8D0E79,Dusky Twinspot (Angola),Euschistospiza cinereovinacea cinereovinacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,dustwi1
31403,issf,dustwi3,avibase-avibase-5F85BFBB,Dusky Twinspot (Grauer's),Euschistospiza cinereovinacea graueri,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,dustwi1
31404,species,pettwi1,avibase-avibase-50490520,Red-throated Twinspot,Hypargos niveoguttatus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31407,species,pittwi1,avibase-avibase-7970DC5F,Pink-throated Twinspot,Hypargos margaritatus,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31408,species,brotwi1,avibase-avibase-BD7558AD,Brown Twinspot,Clytospiza monteiri,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31409,species,rebfir2,avibase-avibase-B4A4E4BF,Red-billed Firefinch,Lagonosticta senegala,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31416,species,afffin,avibase-avibase-A6034D7F,African Firefinch,Lagonosticta rubricata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31422,species,jamfir1,avibase-avibase-871F32D9,Jameson's Firefinch,Lagonosticta rhodopareia,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31426,species,malfir1,avibase-avibase-8AC4DC43,Mali Firefinch,Lagonosticta virata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31427,species,rocfir1,avibase-avibase-25D648E7,Rock Firefinch,Lagonosticta sanguinodorsalis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31428,species,reifir1,avibase-avibase-D2EDC42A,Chad Firefinch,Lagonosticta umbrinodorsalis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31429,species,blbfir1,avibase-avibase-27012CC9,Black-bellied Firefinch,Lagonosticta rara,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31432,species,babfir1,avibase-avibase-43FE4788,Bar-breasted Firefinch,Lagonosticta rufopicta,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31435,species,brnfir1,avibase-avibase-995975D1,Brown Firefinch,Lagonosticta nitidula,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31436,species,bkffir1,avibase-avibase-88C74BEE,Black-faced Firefinch,Lagonosticta larvata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31437,issf,bkffir2,avibase-avibase-93287BF3,Black-faced Firefinch (Vinaceous),Lagonosticta larvata vinacea,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,bkffir1
31438,issf,bkffir3,avibase-avibase-42CBC191,Black-faced Firefinch (Gray),Lagonosticta larvata nigricollis,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,bkffir1
31439,issf,bkffir4,avibase-avibase-868766DD,Black-faced Firefinch (Reddish),Lagonosticta larvata larvata,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,bkffir1
31440,spuh,firefi1,avibase-avibase-C6E4B594,firefinch sp.,Lagonosticta sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31441,spuh,estfin1,avibase-avibase-D5384047,estrildid finch sp.,Estrildidae sp.,Passeriformes,Estrildidae (Waxbills and Allies),Estrildids,
31443,species,pitwhy,avibase-avibase-673E66F0,Pin-tailed Whydah,Vidua macroura,Passeriformes,Viduidae (Whydahs and Indigobirds),Whydahs and Indigobirds,
