TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
21079,issf,lotshr6,avibase-avibase-D0548B4D,Long-tailed Shrike (nasutus Group),Lanius schach [nasutus Group],Passeriformes,Laniidae (Shrikes),Shrikes,lotshr1
21083,slash,y00411,avibase-avibase-BB5C6965,Bay-backed/Long-tailed Shrike,Lanius vittatus/schach,Passeriformes,Laniidae (Shrikes),Shrikes,
21084,species,gybshr1,avibase-avibase-DB5F2609,Gray-backed Shrike,Lanius tephronotus,Passeriformes,Laniidae (Shrikes),Shrikes,
21087,species,gycshr1,avibase-avibase-314A1AB9,Mountain Shrike,Lanius validirostris,Passeriformes,Laniidae (Shrikes),Shrikes,
21091,species,logshr,avibase-avibase-36171C2B,Loggerhead Shrike,Lanius ludovicianus,Passeriformes,Laniidae (Shrikes),Shrikes,
21103,species,norshr4,avibase-avibase-76158864,Northern Shrike,Lanius borealis,Passeriformes,Laniidae (Shrikes),Shrikes,
21104,issf,norshr2,avibase-avibase-A522ADAA,Northern Shrike (Asian),Lanius borealis [mollis Group],Passeriformes,Laniidae (Shrikes),Shrikes,norshr4
21109,issf,norshr3,avibase-avibase-F354D18F,Northern Shrike (American),Lanius borealis borealis,Passeriformes,Laniidae (Shrikes),Shrikes,norshr4
21110,slash,y00620,avibase-avibase-3C6F83A1,Loggerhead/Northern Shrike,Lanius ludovicianus/borealis,Passeriformes,Laniidae (Shrikes),Shrikes,
21111,species,ibgshr1,avibase-avibase-EDE09959,Iberian Gray Shrike,Lanius meridionalis,Passeriformes,Laniidae (Shrikes),Shrikes,
21112,species,norshr1,avibase-avibase-DB2501EE,Great Gray Shrike,Lanius excubitor,Passeriformes,Laniidae (Shrikes),Shrikes,
21113,issf,grgshr2,avibase-avibase-61C2E0E1,Great Gray Shrike (Great Gray),Lanius excubitor [excubitor Group],Passeriformes,Laniidae (Shrikes),Shrikes,norshr1
21117,issf,grgshr4,avibase-avibase-AD5D8944,Great Gray Shrike (Sahara),Lanius excubitor [elegans Group],Passeriformes,Laniidae (Shrikes),Shrikes,norshr1
21122,issf,grgshr1,avibase-avibase-6EE3FC96,Great Gray Shrike (Arabian),Lanius excubitor aucheri/buryi,Passeriformes,Laniidae (Shrikes),Shrikes,norshr1
21125,issf,grgshr5,avibase-avibase-0C0AF9D1,Great Gray Shrike (Socotra),Lanius excubitor uncinatus,Passeriformes,Laniidae (Shrikes),Shrikes,norshr1
21126,issf,sogshr3,avibase-avibase-7ED7A44D,Great Gray Shrike (Steppe),Lanius excubitor pallidirostris,Passeriformes,Laniidae (Shrikes),Shrikes,norshr1
21127,issf,grgshr3,avibase-avibase-A5B0435C,Great Gray Shrike (Indian),Lanius excubitor lahtora,Passeriformes,Laniidae (Shrikes),Shrikes,norshr1
21128,slash,norshr,avibase-avibase-B215F75A,Northern/Great Gray Shrike,Lanius borealis/excubitor,Passeriformes,Laniidae (Shrikes),Shrikes,
21129,slash,y01040,avibase-avibase-BDA8DA3B,Iberian Gray/Great Gray Shrike,Lanius meridionalis/excubitor,Passeriformes,Laniidae (Shrikes),Shrikes,
21130,species,legshr2,avibase-avibase-8852337B,Lesser Gray Shrike,Lanius minor,Passeriformes,Laniidae (Shrikes),Shrikes,
21131,species,chgshr1,avibase-avibase-7DEB77F3,Chinese Gray Shrike,Lanius sphenocercus,Passeriformes,Laniidae (Shrikes),Shrikes,
21132,species,chgshr3,avibase-avibase-A804EABE,Giant Shrike,Lanius giganteus,Passeriformes,Laniidae (Shrikes),Shrikes,
21133,slash,chgshr2,avibase-avibase-0CC66656,Chinese Gray/Giant Shrike,Lanius sphenocercus/giganteus,Passeriformes,Laniidae (Shrikes),Shrikes,
21134,species,gybfis1,avibase-avibase-02B6A30C,Gray-backed Fiscal,Lanius excubitoroides,Passeriformes,Laniidae (Shrikes),Shrikes,
21138,species,lotfis1,avibase-avibase-836EDA33,Long-tailed Fiscal,Lanius cabanisi,Passeriformes,Laniidae (Shrikes),Shrikes,
21139,species,taifis1,avibase-avibase-64772F0F,Taita Fiscal,Lanius dorsalis,Passeriformes,Laniidae (Shrikes),Shrikes,
21140,species,somfis1,avibase-avibase-F7932185,Somali Fiscal,Lanius somalicus,Passeriformes,Laniidae (Shrikes),Shrikes,
21141,species,macshr1,avibase-avibase-72387112,Mackinnon's Shrike,Lanius mackinnoni,Passeriformes,Laniidae (Shrikes),Shrikes,
21142,species,norfis1,avibase-avibase-5792867A,Northern Fiscal,Lanius humeralis,Passeriformes,Laniidae (Shrikes),Shrikes,
21146,species,soufis1,avibase-avibase-FFA65A47,Southern Fiscal,Lanius collaris,Passeriformes,Laniidae (Shrikes),Shrikes,
21147,issf,soufis2,avibase-avibase-DFE095F6,Southern Fiscal (Uhehe),Lanius collaris marwitzi,Passeriformes,Laniidae (Shrikes),Shrikes,soufis1
21148,issf,soufis3,avibase-avibase-1C619A6E,Southern Fiscal (Southern),Lanius collaris collaris/pyrrhostictus,Passeriformes,Laniidae (Shrikes),Shrikes,soufis1
21151,issf,soufis8,avibase-avibase-F5CE2F19,Southern Fiscal (Latakoo),Lanius collaris subcoronatus/aridicolus,Passeriformes,Laniidae (Shrikes),Shrikes,soufis1
21154,slash,comfis1,avibase-avibase-66977B6C,Northern/Southern Fiscal (Common Fiscal),Lanius humeralis/collaris,Passeriformes,Laniidae (Shrikes),Shrikes,
21155,species,soushr3,avibase-avibase-94A446EA,Souza's Shrike,Lanius souzae,Passeriformes,Laniidae (Shrikes),Shrikes,
21159,species,newfis1,avibase-avibase-892BF67B,Newton's Fiscal,Lanius newtoni,Passeriformes,Laniidae (Shrikes),Shrikes,
21160,species,masshr1,avibase-avibase-E90CC64A,Masked Shrike,Lanius nubicus,Passeriformes,Laniidae (Shrikes),Shrikes,
21161,species,wooshr1,avibase-avibase-7E70D490,Woodchat Shrike,Lanius senator,Passeriformes,Laniidae (Shrikes),Shrikes,
21162,issf,wooshr2,avibase-avibase-5E7D2196,Woodchat Shrike (Western),Lanius senator senator,Passeriformes,Laniidae (Shrikes),Shrikes,wooshr1
21163,issf,wooshr3,avibase-avibase-5E9F5905,Woodchat Shrike (Balearic),Lanius senator badius,Passeriformes,Laniidae (Shrikes),Shrikes,wooshr1
21164,issf,wooshr4,avibase-avibase-6EC04B48,Woodchat Shrike (Caucasian),Lanius senator niloticus,Passeriformes,Laniidae (Shrikes),Shrikes,wooshr1
21165,hybrid,x00861,avibase-avibase-44F64746,Red-backed x Woodchat Shrike (hybrid),Lanius collurio x senator,Passeriformes,Laniidae (Shrikes),Shrikes,
21166,spuh,shrike,avibase-avibase-F9E3E385,shrike sp.,Laniidae sp.,Passeriformes,Laniidae (Shrikes),Shrikes,
21167,species,whrshr1,avibase-avibase-866D07A0,White-rumped Shrike,Eurocephalus ruppelli,Passeriformes,Laniidae (Shrikes),Shrikes,
21168,species,whcshr1,avibase-avibase-02C6C2ED,White-crowned Shrike,Eurocephalus anguitimens,Passeriformes,Laniidae (Shrikes),Shrikes,
21172,species,blkmag1,avibase-avibase-26DBCCE0,Malayan Black Magpie,Platysmurus leucopterus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21173,species,blkmag2,avibase-avibase-93908467,Bornean Black Magpie,Platysmurus aterrimus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21174,species,sibjay1,avibase-avibase-43E62467,Siberian Jay,Perisoreus infaustus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21180,species,sicjay1,avibase-avibase-19033BD5,Sichuan Jay,Perisoreus internigrans,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21181,species,gryjay,avibase-avibase-69A6E32F,Canada Jay,Perisoreus canadensis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21182,issf,gryjay1,avibase-avibase-2BAD949D,Canada Jay (Boreal),Perisoreus canadensis [canadensis Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",gryjay
21187,issf,gryjay2,avibase-avibase-A3EA5B66,Canada Jay (Rocky Mts.),Perisoreus canadensis capitalis/bicolor,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",gryjay
21190,issf,gryjay3,avibase-avibase-C38DCE2F,Canada Jay (Pacific),Perisoreus canadensis obscurus/griseus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",gryjay
21193,species,whtjay1,avibase-avibase-932A34CA,White-throated Jay,Cyanolyca mirabilis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21194,species,dwajay1,avibase-avibase-945C18FA,Dwarf Jay,Cyanolyca nanus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21195,species,bltjay1,avibase-avibase-642F6054,Black-throated Jay,Cyanolyca pumilo,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21196,species,sitjay1,avibase-avibase-A804CFF2,Silvery-throated Jay,Cyanolyca argentigula,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21199,species,azhjay1,avibase-avibase-F87415DC,Azure-hooded Jay,Cyanolyca cucullata,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21204,species,beajay1,avibase-avibase-9C916E02,Beautiful Jay,Cyanolyca pulchra,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21205,species,blcjay2,avibase-avibase-423B3BE4,Black-collared Jay,Cyanolyca armillata,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21206,issf,bkcjay1,avibase-avibase-2308B348,Black-collared Jay (Black-collared),Cyanolyca armillata armillata/meridana,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",blcjay2
21209,issf,bkcjay2,avibase-avibase-0754FD7D,Black-collared Jay (Quindio),Cyanolyca armillata quindiuna,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",blcjay2
21210,species,turjay1,avibase-avibase-0844621D,Turquoise Jay,Cyanolyca turcosa,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21211,species,whcjay2,avibase-avibase-C0A71EF3,White-collared Jay,Cyanolyca viridicyanus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21215,species,btmjay,avibase-avibase-0E51C3D5,Black-throated Magpie-Jay,Cyanocorax colliei,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21216,species,wtmjay1,avibase-avibase-F0B23CDA,White-throated Magpie-Jay,Cyanocorax formosus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21220,hybrid,x00443,avibase-avibase-C4E691AF,Black-throated x White-throated Magpie-Jay (hybrid),Cyanocorax colliei x formosus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21221,slash,y01067,avibase-avibase-35F51FBE,Black-throated/White-throated Magpie-Jay,Cyanocorax colliei/formosus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21222,species,brnjay,avibase-avibase-AD6BFD7E,Brown Jay,Cyanocorax morio,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21227,species,azujay1,avibase-avibase-D435058A,Azure Jay,Cyanocorax caeruleus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21228,species,viojay1,avibase-avibase-6D69986E,Violaceous Jay,Cyanocorax violaceus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21231,species,purjay1,avibase-avibase-F39AEC44,Purplish Jay,Cyanocorax cyanomelas,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21232,species,cucjay1,avibase-avibase-85FA7893,Curl-crested Jay,Cyanocorax cristatellus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21233,species,grnjay,avibase-avibase-361B447A,Green Jay,Cyanocorax yncas,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21234,issf,grnjay1,avibase-avibase-C3D54A19,Green Jay (Green),Cyanocorax yncas [luxuosus Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",grnjay
21240,issf,grnjay2,avibase-avibase-84548B61,Green Jay (Inca),Cyanocorax yncas [yncas Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",grnjay
21247,species,whtjay2,avibase-avibase-B3CB727E,White-tailed Jay,Cyanocorax mystacalis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21248,species,bucjay1,avibase-avibase-F4C0C70B,Bushy-crested Jay,Cyanocorax melanocyaneus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21251,species,yucjay1,avibase-avibase-6462D4B8,Yucatan Jay,Cyanocorax yucatanicus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21254,species,pubjay1,avibase-avibase-97E7CC5E,Purplish-backed Jay,Cyanocorax beecheii,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21255,species,sabjay,avibase-avibase-DB6DC76D,San Blas Jay,Cyanocorax sanblasianus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21258,species,tufjay1,avibase-avibase-735CC47C,Tufted Jay,Cyanocorax dickeyi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21259,species,blcjay1,avibase-avibase-C63A2BBF,Black-chested Jay,Cyanocorax affinis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21262,species,aznjay1,avibase-avibase-B2EDDFD5,Azure-naped Jay,Cyanocorax heilprini,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21263,issf,aznjay2,avibase-avibase-40FA7C73,Azure-naped Jay (Azure-naped),Cyanocorax heilprini heilprini,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",aznjay1
21264,issf,camjay1,avibase-avibase-7629D2C2,Azure-naped Jay (Campina),Cyanocorax heilprini hafferi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",aznjay1
21265,species,cayjay1,avibase-avibase-9E218A3A,Cayenne Jay,Cyanocorax cayanus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21266,species,plcjay1,avibase-avibase-5A64A7E7,Plush-crested Jay,Cyanocorax chrysops,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21271,species,whnjay1,avibase-avibase-70FE041E,White-naped Jay,Cyanocorax cyanopogon,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21272,spuh,cyanoc1,avibase-avibase-90239981,Cyanocorax sp.,Cyanocorax sp.,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21273,species,pinjay,avibase-avibase-A6905B3C,Pinyon Jay,Gymnorhinus cyanocephalus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21274,species,stejay,avibase-avibase-2225D685,Steller's Jay,Cyanocitta stelleri,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21275,issf,stejay1,avibase-avibase-8DEFA906,Steller's Jay (Coastal),Cyanocitta stelleri [stelleri Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",stejay
21280,issf,stejay8,avibase-avibase-0C9122FF,Steller's Jay (Northwest Interior),Cyanocitta stelleri annectens,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",stejay
21281,issf,stejay2,avibase-avibase-770124F0,Steller's Jay (Southwest Interior),Cyanocitta stelleri [diademata Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",stejay
21285,issf,stejay3,avibase-avibase-A56DC720,Steller's Jay (Middle American),Cyanocitta stelleri [coronata Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",stejay
21294,species,blujay,avibase-avibase-1DA430B8,Blue Jay,Cyanocitta cristata,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21299,hybrid,bxgjay1,avibase-avibase-34DFCEB0,Green x Blue Jay (hybrid),Cyanocorax yncas x Cyanocitta cristata,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21300,hybrid,x00622,avibase-avibase-B98E7797,Steller's x Blue Jay (hybrid),Cyanocitta stelleri x cristata,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21301,species,flsjay,avibase-avibase-D78D24B9,Florida Scrub-Jay,Aphelocoma coerulescens,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21302,species,issjay,avibase-avibase-0B136C63,Island Scrub-Jay,Aphelocoma insularis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21303,species,cowscj1,avibase-avibase-151C2B3F,California Scrub-Jay,Aphelocoma californica,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21308,hybrid,x00964,avibase-avibase-DE97CD62,Steller's Jay x California Scrub-Jay (hybrid),Cyanocitta stelleri x Aphelocoma californica,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21309,species,wooscj2,avibase-avibase-EC9E9745,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21310,issf,wooscj1,avibase-avibase-5CA7CBDB,Woodhouse's Scrub-Jay (Woodhouse's),Aphelocoma woodhouseii [woodhouseii Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",wooscj2
21316,issf,wesscj1,avibase-avibase-11BBCFD2,Woodhouse's Scrub-Jay (Sumichrast's),Aphelocoma woodhouseii sumichrasti/remota,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",wooscj2
21319,hybrid,x00891,avibase-avibase-2B032B59,Steller's Jay x Woodhouse's Scrub-Jay (hybrid),Cyanocitta stelleri x Aphelocoma woodhouseii,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21320,slash,wesjay,avibase-avibase-D9741E94,California/Woodhouse's Scrub-Jay,Aphelocoma californica/woodhouseii,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21321,species,mexjay4,avibase-avibase-56B8CE7A,Mexican Jay,Aphelocoma wollweberi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21322,issf,mexjay1,avibase-avibase-671B7CA9,Mexican Jay (Arizona),Aphelocoma wollweberi [wollweberi Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",mexjay4
21326,issf,mexjay2,avibase-avibase-79381570,Mexican Jay (Couch's),Aphelocoma wollweberi couchii,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",mexjay4
21327,issf,mexjay5,avibase-avibase-B850C4B1,Mexican Jay (San Luis Potosi),Aphelocoma wollweberi potosina,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",mexjay4
21328,species,mexjay3,avibase-avibase-8A6D655E,Transvolcanic Jay,Aphelocoma ultramarina,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21331,slash,mexjay,avibase-avibase-4071A14E,Mexican/Transvolcanic Jay,Aphelocoma wollweberi/ultramarina,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21332,species,unijay1,avibase-avibase-9E9E1171,Unicolored Jay,Aphelocoma unicolor,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21338,spuh,scrjay,avibase-avibase-0B0B18C4,Aphelocoma sp.,Aphelocoma sp.,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21339,species,eurjay1,avibase-avibase-D8D10F2C,Eurasian Jay,Garrulus glandarius,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21340,issf,eurjay2,avibase-avibase-439DCB22,Eurasian Jay (Eurasian),Garrulus glandarius [glandarius Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21355,issf,eurjay3,avibase-avibase-D355B287,Eurasian Jay (Black-capped),Garrulus glandarius [atricapillus Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21361,issf,eurjay4,avibase-avibase-D142BFD7,Eurasian Jay (Black-crowned),Garrulus glandarius [cervicalis Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21365,issf,eurjay5,avibase-avibase-995049E4,Eurasian Jay (Iranian),Garrulus glandarius hyrcanus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21366,issf,eurjay6,avibase-avibase-57083063,Eurasian Jay (Brandt's),Garrulus glandarius [brandtii Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21371,issf,eurjay7,avibase-avibase-3C3464CC,Eurasian Jay (Himalayan),Garrulus glandarius [bispecularis Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21378,issf,eurjay8,avibase-avibase-99C7DA50,Eurasian Jay (White-faced),Garrulus glandarius leucotis/oatesi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21381,issf,eurjay9,avibase-avibase-2386F9EA,Eurasian Jay (Japanese),Garrulus glandarius [japonicus Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",eurjay1
21387,species,blhjay1,avibase-avibase-F282B48C,Black-headed Jay,Garrulus lanceolatus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21388,species,lidjay1,avibase-avibase-81DD5700,Lidth's Jay,Garrulus lidthi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21389,spuh,jay1,avibase-avibase-8DE5C6B2,jay sp.,Corvidae sp. (jay sp.),Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21390,species,azwmag3,avibase-avibase-D30A8AE1,Iberian Magpie,Cyanopica cooki,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21391,species,azwmag2,avibase-avibase-659D6E44,Azure-winged Magpie,Cyanopica cyanus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21392,issf,azwmag1,avibase-avibase-030B15BE,Azure-winged Magpie (Azure-winged),Cyanopica cyanus [cyanus Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",azwmag2
21400,issf,azwmag4,avibase-avibase-E9E0D6A7,Azure-winged Magpie (Japanese),Cyanopica cyanus japonica,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",azwmag2
21401,species,ceymag1,avibase-avibase-326EA4E0,Sri Lanka Blue-Magpie,Urocissa ornata,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21402,species,formag1,avibase-avibase-5B15BB69,Taiwan Blue-Magpie,Urocissa caerulea,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21403,species,gobmag1,avibase-avibase-CEBD0625,Yellow-billed Blue-Magpie,Urocissa flavirostris,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21408,species,rbbmag,avibase-avibase-76C44D5A,Red-billed Blue-Magpie,Urocissa erythroryncha,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21414,slash,y00804,avibase-avibase-A7565A63,Yellow-billed/Red-billed Blue-Magpie,Urocissa flavirostris/erythroryncha,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21415,species,whwmag1,avibase-avibase-79103D60,White-winged Magpie,Urocissa whiteheadi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21416,issf,whwmag2,avibase-avibase-99F2C234,White-winged Magpie (Black-tailed),Urocissa whiteheadi xanthomelana,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",whwmag1
21417,issf,whwmag3,avibase-avibase-F24832F2,White-winged Magpie (Gray-tailed),Urocissa whiteheadi whiteheadi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",whwmag1
21418,species,gremag1,avibase-avibase-ED4011E9,Common Green-Magpie,Cissa chinensis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21419,issf,comgrm1,avibase-avibase-6BA319B2,Common Green-Magpie (Common),Cissa chinensis [chinensis Group],Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",gremag1
21424,issf,comgrm2,avibase-avibase-C0DDDD55,Common Green-Magpie (Yellow-crowned),Cissa chinensis margaritae,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",gremag1
21425,species,yebmag1,avibase-avibase-63D31D90,Indochinese Green-Magpie,Cissa hypoleuca,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21431,species,shtmag1,avibase-avibase-7DDA43DF,Javan Green-Magpie,Cissa thalassina,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
21432,species,borgrm1,avibase-avibase-7B4271FE,Bornean Green-Magpie,Cissa jefferyi,Passeriformes,"Corvidae (Crows, Jays, and Magpies)","Jays, Magpies, Crows, and Ravens",
